AMDewptCalPl,ScenRelAMIns,CombMoisture,SynForcng,WindFieldPln,ScenRel3_4,R5Fcst,ScnRelPlFcst,RaoContMoist,CapChange,CombClouds,AMInstabMt,MvmtFeatures,PlainsFcst,WindAloft,LowLLapse,Boundaries,InsSclInScen,AreaMoDryAir,AreaMeso_ALS,SubjVertMo,N34StarFcst,MorningBound,MountainFcst,CapInScen,ScenRelAMCIN,InsInMt,MeanRH,SfcWndShfDis,IRCloudCover,TempDis,VISCloudCov,InsChange,SatContMoist,QGVertMotion,CombVerMo,WndHodograph,MidLLapse,CompPlFcst,LLIW,Date,LIfr12ZDENSd,N0_7muVerMo,MorningCIN,CldShadeConv,LatestCIN,RHRatio,LoLevMoistAd,AMInsWliScen,OutflowFrMt,Dewpoints,CldShadeOth,WindFieldMt,CurPropConv,AMCINInScen,Scenario
Neutral,CDEJ,Wet,LittleChange,LV,GJ,XNIL,J,VeryWet,Decreasing,PC,None,NoMajor,XNIL,LV,Steep,None,MoreUnstable,Wet,Neutral,WeakUp,XNIL,None,XNIL,LessThanAve,CThruK,None,Average,E_W_N,PC,QStationary,PC,LittleChange,Wet,WeakUp,Neutral,StrongWest,Steep,DecCapIncIns,Moderate,May15_Jun14,N5GtLIGt_8,Down,None,None,None,Other,WeakPos,MoreUnstable,None,LowAtStation,PC,LVorOther,Slight,LessThanAve,J
Stability,CDEJ,Neutral,NegToPos,SEQuad,D,SVR,D,Neutral,LittleChange,PC,None,OtherRapid,SVR,SWQuad,Steep,Strong,LessUnstable,Neutral,Neutral,Neutral,SVR,Weak,XNIL,MoreThanAve,CThruK,None,Average,DryLine,PC,QStationary,Clear,Decreasing,Neutral,Down,Neutral,DCVZFavor,CloseToDryAd,LittleChange,Strong,Jul16_Aug10,N1GtLIGt_4,StrongUp,Stifling,None,PartInhibit,DryMMoistL,Negative,LessUnstable,None,LowMtsHighPl,PC,Westerly,Strong,MoreThanAve,D
Instability,G,Wet,LittleChange,LongAnticyc,GJ,SIG,G,Neutral,LittleChange,Clear,None,NoMajor,SIG,SWQuad,Steep,None,LessUnstable,VeryWet,Neutral,Neutral,SIG,None,XNIL,LessThanAve,CThruK,Weak,Dry,DryLine,Clear,None,PC,Decreasing,Dry,Down,Neutral,Westerly,Steep,LittleChange,Moderate,Aug20_Sep15,N1GtLIGt_4,Down,None,Some,PartInhibit,Other,Negative,Average,None,LowNHighS,Clear,Westerly,Slight,LessThanAve,G
Stability,CDEJ,Neutral,LittleChange,LV,GJ,XNIL,J,Wet,LittleChange,Clear,None,NoMajor,XNIL,LV,Stable,Strong,Average,Wet,StrongUp,StronUp,XNIL,Strong,XNIL,LessThanAve,CThruK,None,Average,None,Clear,Other,Clear,LittleChange,Neutral,WeakUp,StrongUp,Westerly,CloseToDryAd,LittleChange,Strong,Jun15_Jul1,N1GtLIGt_4,Neutral,PartInhibit,None,PartInhibit,MoistMDryL,Neutral,Average,None,LowMtsHighPl,Cloudy,LVorOther,Strong,LessThanAve,J
Stability,CDEJ,Dry,NegToPos,LV,ACEFK,XNIL,C,Dry,Decreasing,Clear,Weak,OtherRapid,XNIL,SWQuad,Steep,Weak,MoreUnstable,Dry,Neutral,Neutral,XNIL,None,XNIL,LessThanAve,CThruK,Strong,Average,E_W_N,Clear,None,PC,LittleChange,Neutral,Neutral,Neutral,Other,CloseToDryAd,DecCapIncIns,Weak,Jul16_Aug10,N5GtLIGt_8,Down,None,Some,Stifling,Other,Neutral,Average,None,LowNHighS,Clear,Westerly,None,LessThanAve,C
Stability,F,Neutral,PosToNeg,LV,ACEFK,SIG,F,Neutral,LittleChange,Cloudy,Weak,NoMajor,XNIL,AllElse,ModerateOrLe,Weak,LessUnstable,Neutral,Down,WeakUp,XNIL,None,SIG,Average,CThruK,Strong,VeryMoist,E_W_N,Clear,None,Cloudy,Decreasing,VeryWet,Down,Down,StrongWest,ModerateOrLe,LittleChange,Unfavorable,Jul16_Aug10,N1GtLIGt_4,Down,PartInhibit,Marked,PartInhibit,Other,Negative,LessUnstable,Strong,HighEvrywher,Cloudy,LVorOther,None,Average,F
Instability,ABI,Wet,LittleChange,DenvCyclone,B,SVR,B,Dry,Increasing,PC,Strong,NoMajor,XNIL,LV,CloseToDryAd,Strong,LessUnstable,Dry,Down,Down,XNIL,Weak,SVR,MoreThanAve,AB,Strong,Average,DryLine,Cloudy,QStationary,Clear,Decreasing,Dry,Neutral,Down,StrongWest,Steep,IncCapDecIns,Moderate,Jun15_Jul1,LIGt0,Down,PartInhibit,Some,PartInhibit,DryMMoistL,Negative,Average,Strong,LowSHighN,Clear,LVorOther,None,Average,B
Instability,ABI,Neutral,SigNegative,DenvCyclone,ACEFK,SVR,A,Neutral,Increasing,Cloudy,None,MarkedUpper,SVR,SWQuad,Steep,Weak,MoreUnstable,Wet,WeakUp,Neutral,SVR,Weak,XNIL,MoreThanAve,AB,None,Average,DenvCyclone,Clear,Other,Cloudy,LittleChange,Neutral,StrongUp,WeakUp,Other,ModerateOrLe,IncCapDecIns,Weak,Aug20_Sep15,N5GtLIGt_8,Down,PartInhibit,None,PartInhibit,MoistMDryL,Neutral,MoreUnstable,None,LowMtsHighPl,Cloudy,Westerly,None,LessThanAve,A
Instability,CDEJ,Dry,LittleChange,LV,GJ,SIG,J,VeryWet,Decreasing,Clear,Strong,NoMajor,SIG,LV,Steep,Strong,LessUnstable,Dry,Down,StronUp,SIG,Weak,XNIL,LessThanAve,CThruK,Strong,Dry,Other,Clear,QStationary,PC,Decreasing,Neutral,Neutral,Down,Westerly,ModerateOrLe,DecCapIncIns,Weak,Jun15_Jul1,N1GtLIGt_4,Down,PartInhibit,Marked,Stifling,MoistMDryL,Negative,LessUnstable,Strong,LowAtStation,Clear,LVorOther,None,LessThanAve,J
Neutral,CDEJ,Dry,NegToPos,LV,ACEFK,XNIL,E,Dry,Decreasing,PC,None,NoMajor,XNIL,SWQuad,ModerateOrLe,Strong,LessUnstable,Dry,Neutral,Neutral,XNIL,Weak,XNIL,LessThanAve,CThruK,Weak,Average,DryLine,Cloudy,None,PC,LittleChange,Neutral,Down,Neutral,DCVZFavor,ModerateOrLe,DecCapIncIns,Strong,Jun15_Jul1,N5GtLIGt_8,StrongUp,Stifling,None,None,MoistMDryL,Neutral,Average,None,LowMtsHighPl,PC,LVorOther,Strong,MoreThanAve,E
Stability,ABI,Wet,LittleChange,SEQuad,B,SIG,B,Dry,LittleChange,Clear,None,NoMajor,XNIL,NWQuad,Stable,Strong,LessUnstable,VeryWet,WeakUp,Neutral,XNIL,None,SIG,MoreThanAve,AB,Weak,Average,DryLine,PC,None,Clear,LittleChange,Wet,WeakUp,WeakUp,DCVZFavor,Steep,LittleChange,Moderate,Aug20_Sep15,N1GtLIGt_4,WeakUp,PartInhibit,Some,Stifling,Other,Negative,LessUnstable,Weak,LowSHighN,PC,LVorOther,None,MoreThanAve,B
Stability,CDEJ,VeryWet,SigPositive,LongAnticyc,ACEFK,SVR,C,Dry,Increasing,PC,Strong,OtherRapid,SIG,LV,CloseToDryAd,Weak,LessUnstable,Wet,Down,Neutral,SIG,Weak,SVR,MoreThanAve,CThruK,Strong,Average,E_W_N,PC,None,PC,Increasing,Wet,Down,Down,Other,Steep,IncCapDecIns,Unfavorable,Jul16_Aug10,N1GtLIGt_4,StrongUp,Stifling,None,PartInhibit,Other,WeakPos,LessUnstable,None,LowEvrywhere,Clear,Westerly,None,MoreThanAve,C
Instability,CDEJ,Wet,LittleChange,E_NE,ACEFK,XNIL,E,VeryWet,Decreasing,PC,Weak,OtherRapid,XNIL,AllElse,CloseToDryAd,Weak,LessUnstable,Neutral,Neutral,Down,XNIL,None,XNIL,LessThanAve,CThruK,Strong,Dry,MovingFtorOt,PC,None,PC,LittleChange,VeryWet,StrongUp,Neutral,StrongWest,Steep,DecCapIncIns,Unfavorable,May15_Jun14,LIGt0,Neutral,None,Marked,PartInhibit,Other,WeakPos,LessUnstable,Strong,LowSHighN,PC,Westerly,None,LessThanAve,E
Instability,ABI,Wet,LittleChange,E_NE,B,SVR,B,VeryWet,LittleChange,PC,Strong,NoMajor,SVR,LV,ModerateOrLe,Strong,MoreUnstable,VeryWet,Neutral,Neutral,SIG,None,SVR,MoreThanAve,AB,Strong,VeryMoist,DenvCyclone,Clear,Other,Cloudy,Increasing,Wet,Neutral,Neutral,StrongWest,CloseToDryAd,LittleChange,Moderate,Jul16_Aug10,N1GtLIGt_4,Neutral,TotalInhibit,Marked,None,DryMMoistL,WeakPos,MoreUnstable,Strong,LowNHighS,Cloudy,Westerly,Moderate,MoreThanAve,B
Neutral,CDEJ,Wet,SigPositive,LongAnticyc,ACEFK,SIG,C,Neutral,Increasing,Clear,Strong,MarkedUpper,XNIL,AllElse,ModerateOrLe,Strong,MoreUnstable,Wet,Neutral,WeakUp,XNIL,Weak,SIG,MoreThanAve,CThruK,Strong,Dry,E_W_S,PC,None,Clear,LittleChange,Neutral,Neutral,Neutral,StrongWest,CloseToDryAd,IncCapDecIns,Moderate,May15_Jun14,N5GtLIGt_8,Down,PartInhibit,Marked,PartInhibit,Other,Negative,MoreUnstable,Weak,HighEvrywher,Clear,Westerly,Moderate,MoreThanAve,C
Stability,ABI,Neutral,LittleChange,DenvCyclone,B,SVR,B,VeryWet,LittleChange,PC,Strong,NoMajor,XNIL,LV,ModerateOrLe,Strong,LessUnstable,Wet,WeakUp,StronUp,XNIL,None,SVR,LessThanAve,AB,Strong,Dry,DenvCyclone,PC,Other,PC,Decreasing,Neutral,Down,WeakUp,Westerly,ModerateOrLe,LittleChange,Moderate,Aug11_Aug20,N1GtLIGt_4,Neutral,PartInhibit,Some,PartInhibit,DryMMoistL,Neutral,LessUnstable,Strong,LowSHighN,Cloudy,LVorOther,Slight,LessThanAve,B
Instability,ABI,Neutral,NegToPos,DenvCyclone,ACEFK,SIG,A,Neutral,Increasing,Clear,Weak,StrongFront,XNIL,SWQuad,Stable,Strong,LessUnstable,Neutral,Neutral,Down,XNIL,None,SIG,LessThanAve,AB,Strong,Average,DenvCyclone,Clear,Other,PC,Decreasing,Neutral,Neutral,Neutral,DCVZFavor,ModerateOrLe,IncCapDecIns,Weak,May15_Jun14,N1GtLIGt_4,Neutral,PartInhibit,Marked,None,MoistMDryL,Negative,Average,Strong,Other,Clear,Westerly,Slight,LessThanAve,A
Stability,CDEJ,Neutral,LittleChange,LongAnticyc,ACEFK,XNIL,C,Wet,LittleChange,Clear,None,MarkedUpper,XNIL,AllElse,Steep,None,LessUnstable,Dry,WeakUp,Neutral,XNIL,Weak,XNIL,MoreThanAve,CThruK,None,Dry,E_W_N,PC,Other,Clear,LittleChange,Neutral,WeakUp,WeakUp,StrongWest,Steep,LittleChange,Moderate,May15_Jun14,N1GtLIGt_4,Neutral,Stifling,None,None,Other,Neutral,LessUnstable,None,LowEvrywhere,Clear,LVorOther,Strong,MoreThanAve,C
Stability,K,Neutral,SigPositive,WidespdDnsl,ACEFK,SIG,K,Neutral,LittleChange,Clear,Strong,OtherRapid,SIG,LV,Steep,Weak,MoreUnstable,Neutral,Down,Down,SIG,Weak,XNIL,LessThanAve,CThruK,Strong,Dry,MovingFtorOt,Cloudy,None,Clear,Increasing,Neutral,StrongUp,Down,Other,Steep,LittleChange,Moderate,May15_Jun14,N1GtLIGt_4,Neutral,PartInhibit,None,PartInhibit,DryMMoistL,StrongPos,MoreUnstable,None,LowAtStation,Clear,Westerly,Strong,LessThanAve,K
Instability,H,Wet,PosToNeg,LV,HI,SVR,H,Neutral,Increasing,PC,Strong,MarkedUpper,SVR,AllElse,Stable,Weak,MoreUnstable,Wet,Neutral,Neutral,SVR,Weak,SIG,MoreThanAve,CThruK,Strong,Average,MovingFtorOt,Cloudy,None,PC,LittleChange,VeryWet,Neutral,Neutral,DCVZFavor,ModerateOrLe,IncCapDecIns,Moderate,Jul16_Aug10,N1GtLIGt_4,Down,PartInhibit,Marked,None,DryMMoistL,Negative,MoreUnstable,None,LowMtsHighPl,PC,LVorOther,Strong,Average,H
Stability,ABI,Wet,NegToPos,DenvCyclone,B,SVR,B,Dry,Increasing,PC,Weak,NoMajor,SVR,LV,Steep,Weak,Average,VeryWet,WeakUp,Neutral,SVR,Weak,SIG,MoreThanAve,AB,Weak,Average,DenvCyclone,PC,Moving,PC,Increasing,Wet,WeakUp,WeakUp,DCVZFavor,CloseToDryAd,IncCapDecIns,Moderate,May15_Jun14,N1GtLIGt_4,WeakUp,PartInhibit,Some,None,Other,WeakPos,LessUnstable,None,LowAtStation,Cloudy,LVorOther,Moderate,Average,B
Instability,ABI,Neutral,SigNegative,E_NE,HI,SIG,I,Neutral,Increasing,PC,Weak,MarkedUpper,SIG,SWQuad,Steep,Weak,MoreUnstable,Neutral,WeakUp,Neutral,SIG,Weak,XNIL,MoreThanAve,CThruK,Strong,Dry,E_W_S,PC,Moving,PC,Increasing,Neutral,Neutral,WeakUp,Other,CloseToDryAd,IncCapDecIns,Weak,Aug20_Sep15,N5GtLIGt_8,StrongUp,Stifling,Some,Stifling,MoistMDryL,Neutral,MoreUnstable,None,LowSHighN,Cloudy,LVorOther,None,MoreThanAve,I
Stability,CDEJ,VeryWet,LittleChange,LongAnticyc,ACEFK,SIG,E,Wet,LittleChange,Clear,Strong,OtherRapid,SIG,SWQuad,CloseToDryAd,Weak,LessUnstable,VeryWet,Neutral,Down,SIG,None,SIG,Average,CThruK,Strong,Average,DryLine,Clear,None,PC,Decreasing,Neutral,StrongUp,Neutral,StrongWest,ModerateOrLe,LittleChange,Moderate,Jul16_Aug10,N5GtLIGt_8,Down,PartInhibit,Marked,None,MoistMDryL,WeakPos,LessUnstable,Weak,HighEvrywher,Clear,Westerly,Strong,Average,E
Stability,K,Neutral,SigPositive,SEQuad,ACEFK,SVR,K,Neutral,Decreasing,Clear,Weak,OtherRapid,XNIL,NWQuad,Steep,None,LessUnstable,Wet,Neutral,Down,XNIL,None,SVR,LessThanAve,CThruK,Strong,VeryMoist,E_W_N,Clear,QStationary,Clear,LittleChange,Neutral,StrongUp,Neutral,Other,CloseToDryAd,DecCapIncIns,Moderate,Aug20_Sep15,N5GtLIGt_8,Down,PartInhibit,Marked,PartInhibit,DryMMoistL,WeakPos,Average,None,Other,Clear,Westerly,Strong,Average,K
Stability,CDEJ,Neutral,NegToPos,LongAnticyc,ACEFK,SIG,C,Dry,Increasing,Cloudy,Strong,OtherRapid,SIG,NWQuad,Steep,None,MoreUnstable,Neutral,Neutral,Neutral,SIG,None,SIG,MoreThanAve,CThruK,Strong,Average,E_W_N,Cloudy,Other,PC,LittleChange,Neutral,Down,Neutral,Other,Steep,IncCapDecIns,Unfavorable,May15_Jun14,N5GtLIGt_8,StrongUp,PartInhibit,Some,PartInhibit,MoistMDryL,Negative,MoreUnstable,None,LowEvrywhere,Cloudy,Westerly,Slight,Average,C
Stability,CDEJ,Wet,SigPositive,E_NE,ACEFK,XNIL,E,Neutral,Increasing,Clear,Weak,NoMajor,XNIL,AllElse,Steep,Strong,LessUnstable,Wet,Neutral,Down,XNIL,Strong,XNIL,MoreThanAve,CThruK,Strong,Dry,E_W_N,Clear,Other,PC,LittleChange,VeryWet,Neutral,Neutral,StrongWest,ModerateOrLe,IncCapDecIns,Weak,Jul16_Aug10,N5GtLIGt_8,Neutral,Stifling,Some,None,MoistMDryL,Neutral,LessUnstable,Strong,HighEvrywher,Clear,Westerly,Moderate,MoreThanAve,E
Stability,K,Neutral,NegToPos,WidespdDnsl,ACEFK,SIG,K,VeryWet,Decreasing,PC,Weak,MarkedUpper,XNIL,NWQuad,CloseToDryAd,None,LessUnstable,Neutral,Neutral,Down,XNIL,None,SIG,LessThanAve,CThruK,Weak,Average,MovingFtorOt,Cloudy,None,PC,LittleChange,Neutral,Down,Neutral,Other,ModerateOrLe,DecCapIncIns,Moderate,Jul2_Jul15,N1GtLIGt_4,WeakUp,PartInhibit,None,TotalInhibit,MoistMDryL,WeakPos,LessUnstable,None,HighEvrywher,Clear,Westerly,None,Average,K
Stability,ABI,VeryWet,PosToNeg,SEQuad,B,SVR,B,VeryWet,Increasing,PC,Strong,NoMajor,SVR,LV,Stable,Strong,Average,Wet,Down,Down,SVR,Weak,XNIL,MoreThanAve,AB,Strong,VeryMoist,DenvCyclone,PC,Other,PC,LittleChange,Wet,Down,Down,StrongWest,CloseToDryAd,IncCapDecIns,Moderate,Jul2_Jul15,N1GtLIGt_4,Down,Stifling,Marked,PartInhibit,DryMMoistL,Negative,LessUnstable,Strong,LowSHighN,PC,LVorOther,Slight,MoreThanAve,B
Stability,ABI,Neutral,NegToPos,DenvCyclone,ACEFK,XNIL,A,Neutral,LittleChange,Cloudy,Strong,StrongFront,XNIL,AllElse,Stable,Weak,LessUnstable,Neutral,Neutral,Neutral,XNIL,Weak,XNIL,MoreThanAve,AB,Strong,VeryMoist,DenvCyclone,Cloudy,Moving,PC,Increasing,Wet,Neutral,Neutral,StrongWest,Steep,LittleChange,Weak,May15_Jun14,N1GtLIGt_4,WeakUp,Stifling,Some,PartInhibit,Other,Neutral,LessUnstable,Strong,HighEvrywher,Cloudy,Westerly,None,MoreThanAve,A
Instability,H,Dry,PosToNeg,E_NE,HI,SIG,H,Dry,Increasing,Cloudy,Strong,OtherRapid,XNIL,SWQuad,ModerateOrLe,Weak,MoreUnstable,Neutral,WeakUp,WeakUp,XNIL,None,SIG,MoreThanAve,CThruK,Strong,VeryMoist,Other,Cloudy,Moving,PC,Increasing,Wet,WeakUp,WeakUp,StrongWest,ModerateOrLe,IncCapDecIns,Moderate,Aug20_Sep15,N1GtLIGt_4,WeakUp,Stifling,Marked,Stifling,Other,Neutral,MoreUnstable,Strong,LowMtsHighPl,Cloudy,LVorOther,Slight,MoreThanAve,H
Stability,CDEJ,Neutral,LittleChange,SEQuad,GJ,XNIL,J,Wet,Decreasing,Clear,None,StrongFront,XNIL,LV,Steep,None,LessUnstable,Neutral,Neutral,StronUp,XNIL,None,XNIL,LessThanAve,CThruK,None,Dry,DryLine,PC,None,Clear,Decreasing,Neutral,StrongUp,Neutral,DCVZFavor,ModerateOrLe,DecCapIncIns,Moderate,Jul16_Aug10,N1GtLIGt_4,Neutral,PartInhibit,None,None,Other,Negative,LessUnstable,None,LowAtStation,Clear,LVorOther,Slight,LessThanAve,J
Instability,CDEJ,Wet,NegToPos,LongAnticyc,ACEFK,XNIL,C,Dry,Increasing,Clear,None,StrongFront,XNIL,NWQuad,ModerateOrLe,Strong,MoreUnstable,Wet,Neutral,Down,XNIL,Strong,XNIL,MoreThanAve,CThruK,None,Dry,E_W_S,PC,Other,Clear,Increasing,Wet,Down,Neutral,StrongWest,Steep,IncCapDecIns,Strong,May15_Jun14,N5GtLIGt_8,WeakUp,PartInhibit,None,PartInhibit,MoistMDryL,Negative,MoreUnstable,None,LowNHighS,Clear,LVorOther,Moderate,Average,C
Neutral,ABI,Wet,NegToPos,LV,B,SVR,B,Neutral,LittleChange,PC,Strong,NoMajor,SIG,LV,ModerateOrLe,Weak,LessUnstable,VeryWet,StrongUp,Neutral,SIG,Weak,SVR,MoreThanAve,AB,Strong,VeryMoist,DenvCyclone,PC,None,PC,Decreasing,Neutral,Down,StrongUp,Other,ModerateOrLe,LittleChange,Strong,Jun15_Jul1,N1GtLIGt_4,StrongUp,Stifling,Some,PartInhibit,DryMMoistL,Negative,LessUnstable,Weak,HighEvrywher,Cloudy,LVorOther,Strong,MoreThanAve,B
Instability,K,Dry,SigNegative,WidespdDnsl,ACEFK,XNIL,K,Dry,LittleChange,PC,None,StrongFront,XNIL,AllElse,ModerateOrLe,Weak,Average,Wet,StrongUp,StronUp,XNIL,None,XNIL,LessThanAve,CThruK,None,Average,None,Clear,None,PC,Decreasing,Dry,StrongUp,StrongUp,StrongWest,Steep,LittleChange,Unfavorable,Aug20_Sep15,LIGt0,Down,PartInhibit,None,None,MoistMDryL,Neutral,Average,None,Other,Cloudy,Westerly,Slight,LessThanAve,K
Neutral,CDEJ,VeryWet,NegToPos,LongAnticyc,ACEFK,SVR,C,VeryWet,Increasing,Clear,Strong,NoMajor,SVR,NWQuad,Steep,Weak,MoreUnstable,VeryWet,WeakUp,Neutral,SVR,None,SVR,MoreThanAve,CThruK,Strong,Average,E_W_N,Cloudy,None,Clear,LittleChange,Wet,Neutral,WeakUp,StrongWest,ModerateOrLe,IncCapDecIns,Moderate,Aug20_Sep15,N1GtLIGt_4,StrongUp,Stifling,Marked,PartInhibit,Other,Neutral,MoreUnstable,Strong,LowNHighS,PC,Westerly,Slight,MoreThanAve,C
Instability,CDEJ,VeryWet,LittleChange,LongAnticyc,ACEFK,SIG,E,VeryWet,Increasing,PC,Strong,NoMajor,XNIL,SWQuad,CloseToDryAd,Weak,Average,VeryWet,StrongUp,Neutral,XNIL,None,SIG,LessThanAve,CThruK,Strong,Average,None,PC,None,Clear,Increasing,Dry,StrongUp,StrongUp,Westerly,Steep,IncCapDecIns,Strong,Aug11_Aug20,LIGt0,Neutral,PartInhibit,Marked,PartInhibit,MoistMDryL,WeakPos,Average,Weak,Other,Cloudy,Westerly,Strong,LessThanAve,E
Stability,CDEJ,Wet,PosToNeg,LongAnticyc,ACEFK,SIG,C,VeryWet,LittleChange,Clear,Weak,StrongFront,XNIL,NWQuad,CloseToDryAd,None,LessUnstable,Wet,Neutral,Neutral,XNIL,Weak,SIG,MoreThanAve,CThruK,Strong,Average,E_W_N,Clear,Moving,Clear,Decreasing,Dry,Neutral,Neutral,Other,Steep,LittleChange,Weak,May15_Jun14,N5GtLIGt_8,WeakUp,PartInhibit,None,None,MoistMDryL,Neutral,Average,None,LowMtsHighPl,Clear,Westerly,Slight,MoreThanAve,C
Stability,H,Dry,SigNegative,E_NE,HI,SIG,H,Neutral,Increasing,Cloudy,Strong,MarkedUpper,XNIL,NWQuad,ModerateOrLe,Weak,MoreUnstable,Neutral,WeakUp,WeakUp,XNIL,Weak,SIG,Average,CThruK,Strong,VeryMoist,Other,PC,Moving,Cloudy,LittleChange,Dry,Neutral,WeakUp,Other,CloseToDryAd,IncCapDecIns,Weak,Aug20_Sep15,N1GtLIGt_4,WeakUp,PartInhibit,Some,Stifling,Other,Negative,Average,Strong,HighEvrywher,Cloudy,Westerly,None,LessThanAve,H
Neutral,CDEJ,Dry,LittleChange,LV,GJ,XNIL,J,Neutral,Decreasing,Clear,Strong,NoMajor,XNIL,LV,ModerateOrLe,Strong,LessUnstable,Dry,Down,WeakUp,XNIL,Strong,XNIL,Average,CThruK,Strong,Average,E_W_N,PC,Other,Clear,Decreasing,Dry,Down,Down,Westerly,Steep,DecCapIncIns,Strong,Jul2_Jul15,N1GtLIGt_4,Down,PartInhibit,Marked,PartInhibit,MoistMDryL,Negative,Average,Strong,LowAtStation,Clear,LVorOther,Moderate,Average,J
Instability,ABI,VeryWet,LittleChange,DenvCyclone,HI,SVR,I,VeryWet,Increasing,PC,Weak,OtherRapid,XNIL,LV,Steep,Weak,LessUnstable,VeryWet,Neutral,Neutral,XNIL,Strong,SVR,LessThanAve,CThruK,Strong,Dry,E_W_S,PC,QStationary,PC,Increasing,VeryWet,Down,Neutral,DCVZFavor,CloseToDryAd,IncCapDecIns,Strong,Aug20_Sep15,N1GtLIGt_4,Neutral,PartInhibit,Marked,None,DryMMoistL,WeakPos,LessUnstable,Weak,LowSHighN,PC,LVorOther,Strong,LessThanAve,I
Neutral,ABI,Wet,PosToNeg,DenvCyclone,B,SIG,B,Neutral,Increasing,Cloudy,None,NoMajor,SIG,LV,Stable,Weak,Average,Neutral,Neutral,WeakUp,SIG,None,XNIL,Average,AB,None,Average,DenvCyclone,Clear,None,PC,LittleChange,Dry,Down,Neutral,StrongWest,CloseToDryAd,IncCapDecIns,Strong,Jun15_Jul1,LILt_8,StrongUp,PartInhibit,None,PartInhibit,Other,Negative,MoreUnstable,None,LowMtsHighPl,Cloudy,Westerly,Strong,LessThanAve,B
Stability,G,Neutral,SigNegative,WidespdDnsl,GJ,SIG,G,Dry,Increasing,PC,Weak,StrongFront,XNIL,LV,CloseToDryAd,Weak,MoreUnstable,Neutral,WeakUp,WeakUp,XNIL,None,SIG,MoreThanAve,CThruK,Strong,Dry,Other,Cloudy,None,PC,Increasing,Wet,Neutral,WeakUp,Other,CloseToDryAd,IncCapDecIns,Weak,Jun15_Jul1,N5GtLIGt_8,Down,TotalInhibit,None,Stifling,Other,StrongPos,Average,None,LowAtStation,PC,Westerly,None,MoreThanAve,G
Neutral,CDEJ,Wet,NegToPos,LongAnticyc,ACEFK,SVR,C,Neutral,LittleChange,Clear,Weak,OtherRapid,XNIL,NWQuad,Steep,Weak,LessUnstable,Wet,Neutral,Neutral,XNIL,Weak,SVR,LessThanAve,CThruK,Strong,Average,E_W_N,PC,Other,Clear,LittleChange,Wet,Down,Neutral,Westerly,Steep,LittleChange,Unfavorable,Jul2_Jul15,N1GtLIGt_4,Neutral,None,Some,PartInhibit,Other,Neutral,LessUnstable,None,Other,Clear,LVorOther,None,LessThanAve,C
Instability,ABI,Dry,LittleChange,E_NE,B,SIG,B,Dry,Increasing,Clear,None,NoMajor,SIG,AllElse,Steep,Weak,Average,Dry,Neutral,Down,SIG,None,SIG,LessThanAve,AB,Strong,VeryMoist,DenvCyclone,PC,Moving,Clear,Increasing,Wet,Neutral,Neutral,DCVZFavor,Steep,IncCapDecIns,Weak,Aug20_Sep15,N1GtLIGt_4,StrongUp,None,Marked,PartInhibit,DryMMoistL,Neutral,LessUnstable,Strong,HighEvrywher,Clear,LVorOther,Slight,LessThanAve,B
Stability,ABI,Wet,NegToPos,DenvCyclone,ACEFK,SIG,A,VeryWet,Increasing,PC,Weak,StrongFront,SIG,SWQuad,Stable,Weak,Average,Wet,Down,Down,SIG,Weak,SIG,MoreThanAve,AB,Strong,Average,DenvCyclone,PC,Other,PC,LittleChange,Wet,Down,Down,StrongWest,Steep,IncCapDecIns,Weak,May15_Jun14,N5GtLIGt_8,StrongUp,PartInhibit,Marked,None,DryMMoistL,Neutral,Average,Weak,Other,PC,Westerly,Moderate,LessThanAve,A
Neutral,K,Wet,SigNegative,WidespdDnsl,ACEFK,XNIL,K,Wet,Decreasing,Clear,None,OtherRapid,XNIL,AllElse,Stable,Strong,MoreUnstable,VeryWet,StrongUp,StronUp,XNIL,Weak,XNIL,LessThanAve,CThruK,Weak,Average,DryLine,PC,None,Clear,Decreasing,Wet,Neutral,StrongUp,StrongWest,Steep,DecCapIncIns,Weak,Aug20_Sep15,N1GtLIGt_4,StrongUp,PartInhibit,Some,PartInhibit,DryMMoistL,StrongPos,MoreUnstable,Strong,LowMtsHighPl,PC,Westerly,None,Average,K
Stability,CDEJ,Neutral,LittleChange,LV,ACEFK,SIG,E,Wet,LittleChange,Clear,None,NoMajor,SIG,AllElse,Steep,Weak,Average,Wet,WeakUp,Neutral,SIG,None,SIG,MoreThanAve,CThruK,Strong,Dry,DenvCyclone,Clear,None,Clear,LittleChange,Neutral,Neutral,WeakUp,Other,ModerateOrLe,LittleChange,Unfavorable,Jun15_Jul1,N5GtLIGt_8,StrongUp,PartInhibit,Some,PartInhibit,MoistMDryL,Neutral,Average,None,LowNHighS,Clear,LVorOther,Slight,MoreThanAve,E
Stability,G,Neutral,LittleChange,LV,GJ,SVR,G,Wet,Decreasing,Clear,Weak,NoMajor,XNIL,NWQuad,CloseToDryAd,Weak,LessUnstable,Wet,Neutral,Neutral,XNIL,None,SVR,LessThanAve,CThruK,Strong,Average,Other,Clear,None,Clear,Decreasing,Dry,WeakUp,Neutral,Westerly,CloseToDryAd,DecCapIncIns,Moderate,Aug20_Sep15,LIGt0,Neutral,PartInhibit,None,TotalInhibit,Other,Negative,LessUnstable,Strong,LowAtStation,Clear,Westerly,Moderate,Average,G
